Unnamed: 0,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,y
12696,98,?,54,7th-8th,5,Married-AF-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,93,95,87,Puerto-Rico,>50K
12697,63,State-gov,80,9th,11,Married-spouse-absent,Machine-op-inspct,Wife,White,Female,21,13,82,Trinadad&Tobago,>50K
12698,48,Local-gov,52,HS-grad,4,Married-AF-spouse,Protective-serv,Wife,Asian-Pac-Islander,Female,9,4,63,United-States,>50K
12699,99,Never-worked,95,Bachelors,13,Separated,Adm-clerical,Not-in-family,Black,Male,85,61,82,Trinadad&Tobago,<=50K
12700,33,Local-gov,74,Prof-school,11,Separated,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,30,67,87,Portugal,>50K
12701,27,Federal-gov,43,12th,12,Separated,Farming-fishing,Own-child,Amer-Indian-Eskimo,Male,79,56,22,Yugoslavia,>50K
12702,32,Self-emp-inc,19,Prof-school,15,Widowed,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,38,52,61,Greece,>50K
12703,12,Self-emp-inc,19,Assoc-voc,16,Married-AF-spouse,Protective-serv,Husband,Other,Female,11,68,41,China,>50K
12704,12,Never-worked,51,Bachelors,15,Married-AF-spouse,Exec-managerial,Other-relative,White,Male,63,34,36,Haiti,<=50K
12705,3,Self-emp-inc,63,Doctorate,4,Separated,Tech-support,Not-in-family,Other,Male,15,18,92,Canada,<=50K
12706,99,Without-pay,50,Assoc-acdm,9,Married-AF-spouse,Sales,Not-in-family,White,Male,47,51,22,Dominican-Republic,>50K
12707,53,?,19,12th,7,Married-civ-spouse,Protective-serv,Not-in-family,Other,Female,49,81,47,Peru,>50K
12708,5,Federal-gov,64,1st-4th,15,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,37,15,87,Nicaragua,>50K
12709,7,Self-emp-not-inc,13,HS-grad,10,Divorced,Armed-Forces,Other-relative,Black,Male,91,81,6,El-Salvador,>50K
12710,96,Self-emp-inc,66,Masters,14,Married-AF-spouse,Farming-fishing,Not-in-family,Other,Male,90,17,47,South,<=50K
12711,100,Federal-gov,54,HS-grad,16,Divorced,Craft-repair,Husband,Asian-Pac-Islander,Female,81,93,98,Laos,<=50K
12712,86,Without-pay,82,Preschool,7,Married-spouse-absent,Sales,Other-relative,Asian-Pac-Islander,Male,88,57,71,Thailand,>50K
12713,82,Local-gov,12,11th,4,Married-spouse-absent,Armed-Forces,Not-in-family,Black,Female,52,6,1,Thailand,>50K
12714,91,Local-gov,55,12th,1,Never-married,Other-service,Unmarried,Amer-Indian-Eskimo,Female,76,69,69,Cuba,<=50K
12715,31,State-gov,67,Assoc-voc,10,Widowed,Machine-op-inspct,Other-relative,Black,Male,28,85,89,Puerto-Rico,<=50K
12716,77,Without-pay,100,10th,7,Married-spouse-absent,Adm-clerical,Husband,Black,Male,19,25,1,Iran,>50K
12717,70,Without-pay,68,Bachelors,1,Separated,Transport-moving,Unmarried,Other,Female,74,70,57,India,>50K
12718,26,Local-gov,93,Assoc-acdm,14,Married-AF-spouse,Protective-serv,Unmarried,Other,Male,54,38,69,Italy,<=50K
12719,7,Never-worked,74,10th,11,Married-spouse-absent,Priv-house-serv,Own-child,White,Female,88,41,2,Vietnam,<=50K
12720,93,Private,89,11th,7,Married-AF-spouse,Armed-Forces,Not-in-family,Black,Male,80,35,49,Trinadad&Tobago,<=50K
12721,99,?,14,5th-6th,5,Divorced,Farming-fishing,Own-child,Other,Male,39,54,31,Laos,>50K
12722,29,Without-pay,18,Bachelors,10,Separated,Priv-house-serv,Own-child,Amer-Indian-Eskimo,Female,81,79,4,Italy,<=50K
12723,22,Self-emp-inc,38,HS-grad,7,Never-married,Machine-op-inspct,Husband,White,Male,87,66,93,Iran,<=50K
12724,44,Self-emp-inc,86,9th,5,Widowed,Machine-op-inspct,Husband,White,Female,0,67,29,Jamaica,>50K
12725,48,Federal-gov,34,5th-6th,16,Married-spouse-absent,Handlers-cleaners,Own-child,Other,Female,13,59,5,El-Salvador,<=50K
12726,98,Without-pay,73,5th-6th,15,Never-married,Prof-specialty,Not-in-family,Other,Male,82,90,73,Poland,<=50K
12727,97,Without-pay,27,Some-college,16,Married-civ-spouse,Craft-repair,Not-in-family,Other,Male,10,53,36,Puerto-Rico,<=50K
12728,100,Local-gov,42,Assoc-voc,10,Married-civ-spouse,Farming-fishing,Not-in-family,White,Male,20,63,93,Scotland,<=50K
12729,46,Without-pay,45,Doctorate,10,Married-AF-spouse,Handlers-cleaners,Other-relative,Asian-Pac-Islander,Male,24,75,3,Thailand,<=50K
12730,47,?,45,Prof-school,3,Widowed,?,Husband,Black,Male,82,95,88,El-Salvador,>50K
12731,90,Self-emp-not-inc,94,9th,14,Married-civ-spouse,Prof-specialty,Other-relative,Asian-Pac-Islander,Male,99,90,75,Haiti,<=50K
12732,79,State-gov,60,10th,14,Married-spouse-absent,Exec-managerial,Wife,Amer-Indian-Eskimo,Female,41,21,74,Thailand,<=50K
12733,51,Without-pay,86,10th,7,Married-civ-spouse,Machine-op-inspct,Unmarried,Black,Male,52,71,63,Philippines,<=50K
12734,85,Self-emp-not-inc,23,10th,5,Married-AF-spouse,Transport-moving,Own-child,Black,Male,95,22,31,Taiwan,>50K
12735,8,Never-worked,76,5th-6th,4,Divorced,Tech-support,Own-child,Asian-Pac-Islander,Female,76,51,62,Mexico,>50K
12736,40,?,30,Some-college,7,Divorced,Other-service,Not-in-family,Other,Female,72,56,7,Cambodia,<=50K
12737,83,Without-pay,50,Masters,12,Married-AF-spouse,Armed-Forces,Other-relative,Amer-Indian-Eskimo,Female,66,56,55,Laos,<=50K
12738,34,State-gov,41,10th,12,Separated,Priv-house-serv,Husband,Black,Female,87,35,65,Peru,<=50K
12739,38,Self-emp-inc,75,1st-4th,3,Married-AF-spouse,Sales,Unmarried,Amer-Indian-Eskimo,Female,12,48,50,El-Salvador,<=50K
12740,27,?,34,Assoc-voc,9,Never-married,Farming-fishing,Own-child,Asian-Pac-Islander,Male,32,40,15,China,<=50K
12741,78,State-gov,22,7th-8th,3,Widowed,Transport-moving,Wife,Black,Female,58,96,47,?,<=50K
12742,37,Local-gov,99,5th-6th,3,Separated,Sales,Not-in-family,Asian-Pac-Islander,Female,89,0,56,Yugoslavia,>50K
12743,74,Self-emp-inc,53,Prof-school,15,Married-spouse-absent,Protective-serv,Other-relative,White,Female,66,24,87,Hungary,<=50K
12744,99,Federal-gov,100,Prof-school,16,Never-married,Farming-fishing,Other-relative,Amer-Indian-Eskimo,Male,91,16,8,Haiti,>50K
12745,33,?,13,Bachelors,16,Married-spouse-absent,Handlers-cleaners,Own-child,Black,Female,76,12,19,Italy,<=50K
12746,85,Without-pay,57,5th-6th,16,Separated,Handlers-cleaners,Not-in-family,Other,Male,15,58,37,South,>50K
12747,56,Federal-gov,79,11th,7,Married-spouse-absent,Farming-fishing,Unmarried,Black,Female,47,81,22,Hong,<=50K
12748,78,Never-worked,65,1st-4th,2,Married-AF-spouse,Other-service,Husband,Asian-Pac-Islander,Male,80,50,28,Greece,>50K
12749,14,Private,20,Assoc-acdm,13,Divorced,Tech-support,Husband,White,Female,52,48,34,Vietnam,<=50K
12750,50,State-gov,19,Doctorate,2,Divorced,?,Unmarried,White,Female,42,93,21,Columbia,<=50K
12751,98,Local-gov,38,10th,13,Never-married,Machine-op-inspct,Own-child,Black,Male,92,86,25,South,<=50K
12752,23,Self-emp-not-inc,50,Doctorate,7,Divorced,Tech-support,Own-child,Asian-Pac-Islander,Male,23,75,50,El-Salvador,>50K
12753,91,Self-emp-inc,3,Masters,12,Married-civ-spouse,Adm-clerical,Other-relative,Black,Male,28,72,65,Laos,<=50K
12754,16,Without-pay,82,11th,8,Divorced,Exec-managerial,Husband,Asian-Pac-Islander,Male,83,67,27,France,<=50K
12755,63,Self-emp-not-inc,9,1st-4th,6,Separated,Armed-Forces,Wife,White,Female,19,56,65,France,<=50K
12756,99,Self-emp-inc,19,Doctorate,9,Never-married,Prof-specialty,Husband,Asian-Pac-Islander,Male,88,68,66,Trinadad&Tobago,<=50K
12757,81,Federal-gov,52,Masters,13,Married-civ-spouse,Handlers-cleaners,Own-child,Other,Male,73,80,69,Thailand,>50K
12758,93,Self-emp-inc,49,1st-4th,9,Married-AF-spouse,Protective-serv,Not-in-family,Black,Female,57,34,9,Guatemala,>50K
12759,40,?,37,7th-8th,2,Divorced,?,Husband,Black,Female,63,83,76,Italy,>50K
12760,5,Self-emp-not-inc,91,Preschool,8,Separated,Machine-op-inspct,Husband,White,Male,56,55,58,Puerto-Rico,<=50K
12761,55,Local-gov,42,Bachelors,6,Married-spouse-absent,Tech-support,Wife,Other,Male,80,94,74,Honduras,<=50K
12762,29,Federal-gov,36,10th,5,Widowed,Farming-fishing,Wife,Black,Female,55,3,99,Germany,<=50K
12763,97,Self-emp-inc,69,10th,6,Married-civ-spouse,Adm-clerical,Own-child,Black,Female,77,96,29,Ireland,<=50K
12764,45,Local-gov,63,Doctorate,12,Separated,?,Unmarried,Asian-Pac-Islander,Female,91,2,38,Puerto-Rico,>50K
12765,15,Self-emp-not-inc,73,7th-8th,2,Married-AF-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,82,26,25,?,>50K
12766,59,Federal-gov,40,Bachelors,7,Never-married,Machine-op-inspct,Other-relative,Other,Male,28,82,50,Philippines,<=50K
12767,21,Without-pay,17,Prof-school,10,Widowed,Armed-Forces,Wife,Other,Male,97,95,0,Scotland,<=50K
12768,7,Private,24,Some-college,16,Separated,Transport-moving,Other-relative,Asian-Pac-Islander,Male,57,47,79,Vietnam,<=50K
12769,85,State-gov,59,Preschool,16,Married-civ-spouse,Priv-house-serv,Wife,Black,Female,28,26,31,Puerto-Rico,<=50K
12770,19,Federal-gov,5,12th,5,Widowed,Exec-managerial,Other-relative,White,Female,51,97,84,Honduras,>50K
12771,83,Self-emp-not-inc,72,Bachelors,13,Separated,Priv-house-serv,Not-in-family,Other,Female,6,71,30,Cuba,>50K
12772,67,Never-worked,51,9th,5,Separated,Priv-house-serv,Unmarried,Amer-Indian-Eskimo,Male,28,77,74,Canada,>50K
12773,76,State-gov,44,Assoc-acdm,10,Married-spouse-absent,Tech-support,Not-in-family,Black,Male,17,72,5,Hong,>50K
12774,79,Without-pay,25,Bachelors,14,Married-spouse-absent,Craft-repair,Unmarried,Black,Male,41,35,31,Taiwan,>50K
12775,70,Private,94,Doctorate,7,Separated,?,Wife,Other,Male,82,79,86,Peru,>50K
12776,6,Federal-gov,77,Masters,1,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,80,8,78,Taiwan,>50K
12777,78,?,8,Bachelors,9,Divorced,Adm-clerical,Unmarried,Asian-Pac-Islander,Male,37,41,72,Greece,<=50K
12778,66,Without-pay,74,HS-grad,6,Married-spouse-absent,Adm-clerical,Own-child,Asian-Pac-Islander,Male,66,59,90,Japan,<=50K
12779,21,Self-emp-not-inc,88,9th,4,Widowed,Priv-house-serv,Not-in-family,White,Male,16,36,62,Italy,<=50K
12780,67,Without-pay,87,7th-8th,1,Married-AF-spouse,Armed-Forces,Own-child,White,Male,21,23,47,United-States,<=50K
12781,51,State-gov,35,Masters,1,Widowed,Other-service,Own-child,White,Female,33,4,37,United-States,<=50K
12782,91,State-gov,43,Assoc-acdm,5,Never-married,Protective-serv,Husband,White,Female,22,40,100,China,>50K
12783,94,Self-emp-inc,92,HS-grad,16,Widowed,Machine-op-inspct,Husband,Asian-Pac-Islander,Female,81,70,50,Guatemala,>50K
12784,31,Local-gov,84,Masters,15,Never-married,Prof-specialty,Other-relative,Amer-Indian-Eskimo,Male,8,74,62,?,>50K
12785,97,Without-pay,19,Prof-school,12,Married-AF-spouse,Craft-repair,Wife,Black,Male,5,44,27,Italy,>50K
12786,61,Never-worked,45,Masters,2,Married-AF-spouse,Sales,Husband,Amer-Indian-Eskimo,Male,19,70,45,Philippines,<=50K
12787,53,Without-pay,99,12th,9,Married-civ-spouse,Handlers-cleaners,Unmarried,Asian-Pac-Islander,Male,63,34,7,Canada,>50K
12788,32,State-gov,26,5th-6th,15,Widowed,Transport-moving,Other-relative,White,Female,54,46,98,Scotland,<=50K
12789,16,State-gov,52,1st-4th,6,Married-AF-spouse,Handlers-cleaners,Wife,Amer-Indian-Eskimo,Male,54,69,6,Canada,>50K
12790,53,Private,47,12th,16,Married-civ-spouse,Machine-op-inspct,Not-in-family,Other,Male,47,11,36,Poland,>50K
12791,71,Without-pay,20,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,42,4,6,Peru,<=50K
12792,89,Never-worked,0,Assoc-voc,14,Widowed,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,62,15,58,Mexico,>50K
12793,51,State-gov,48,Doctorate,9,Married-spouse-absent,Transport-moving,Unmarried,Black,Female,2,8,98,Haiti,<=50K
12794,9,Never-worked,67,5th-6th,12,Never-married,Tech-support,Other-relative,Asian-Pac-Islander,Male,88,31,5,El-Salvador,<=50K
12795,8,Self-emp-inc,93,10th,12,Widowed,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,50,61,10,Holand-Netherlands,<=50K
12796,39,Without-pay,26,1st-4th,1,Widowed,Prof-specialty,Wife,Black,Male,54,82,33,Peru,<=50K
12797,82,Self-emp-not-inc,79,Bachelors,13,Married-spouse-absent,Transport-moving,Wife,Black,Male,100,18,6,Guatemala,>50K
12798,10,Self-emp-inc,87,12th,11,Married-spouse-absent,Sales,Husband,Black,Female,76,25,82,Honduras,>50K
12799,13,?,42,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,82,73,21,Mexico,>50K
12800,31,?,10,5th-6th,14,Separated,Priv-house-serv,Other-relative,White,Male,9,51,9,Philippines,<=50K
12801,44,Local-gov,30,7th-8th,4,Widowed,Other-service,Unmarried,Asian-Pac-Islander,Male,15,33,71,Philippines,>50K
12802,96,Never-worked,47,1st-4th,6,Married-spouse-absent,Armed-Forces,Other-relative,White,Male,50,69,16,El-Salvador,<=50K
12803,95,Without-pay,17,HS-grad,12,Divorced,Craft-repair,Husband,White,Female,44,17,32,Ireland,<=50K
12804,70,Private,36,Assoc-voc,6,Divorced,Craft-repair,Husband,Asian-Pac-Islander,Female,36,96,19,England,<=50K
12805,66,Private,95,1st-4th,1,Divorced,Prof-specialty,Wife,Black,Male,42,0,68,Outlying-US(Guam-USVI-etc),>50K
12806,40,?,88,10th,6,Married-spouse-absent,?,Husband,Amer-Indian-Eskimo,Male,73,22,43,Philippines,<=50K
12807,61,Private,59,Assoc-voc,5,Never-married,Sales,Other-relative,Other,Male,61,45,93,France,<=50K
12808,91,Without-pay,5,Preschool,10,Married-civ-spouse,Priv-house-serv,Other-relative,Asian-Pac-Islander,Male,42,59,11,South,>50K
12809,85,?,35,Preschool,6,Divorced,Exec-managerial,Unmarried,Other,Female,65,47,71,Cuba,<=50K
12810,44,?,16,Preschool,15,Married-civ-spouse,Transport-moving,Wife,White,Male,0,12,13,Greece,<=50K
12811,91,Never-worked,67,7th-8th,11,Married-spouse-absent,Prof-specialty,Wife,Black,Male,28,12,83,Hungary,>50K
12812,96,Never-worked,51,Assoc-acdm,4,Never-married,Craft-repair,Unmarried,Asian-Pac-Islander,Female,22,81,71,Ecuador,<=50K
12813,40,Self-emp-inc,93,Assoc-acdm,13,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Female,24,33,65,Peru,<=50K
12814,10,Never-worked,60,Doctorate,1,Separated,Handlers-cleaners,Not-in-family,Other,Female,23,60,56,Trinadad&Tobago,>50K
12815,52,Self-emp-not-inc,54,Assoc-acdm,8,Married-AF-spouse,Machine-op-inspct,Unmarried,Black,Female,85,61,71,Vietnam,<=50K
12816,69,Without-pay,92,Doctorate,9,Married-AF-spouse,Armed-Forces,Husband,Asian-Pac-Islander,Female,72,6,62,El-Salvador,>50K
12817,10,Never-worked,19,5th-6th,7,Married-civ-spouse,Adm-clerical,Unmarried,Black,Female,91,95,88,Portugal,>50K
12818,90,Self-emp-not-inc,57,1st-4th,15,Married-spouse-absent,Handlers-cleaners,Wife,Other,Male,15,24,0,Holand-Netherlands,>50K
12819,21,Private,2,5th-6th,11,Divorced,Transport-moving,Other-relative,Amer-Indian-Eskimo,Male,15,57,38,United-States,<=50K
12820,36,State-gov,47,Preschool,10,Married-AF-spouse,Tech-support,Own-child,White,Female,23,88,33,Hungary,<=50K
12821,50,Federal-gov,80,11th,14,Married-civ-spouse,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Male,50,78,58,Hungary,<=50K
12822,20,Federal-gov,77,Doctorate,4,Divorced,Sales,Wife,White,Male,15,20,79,?,<=50K
12823,56,?,56,HS-grad,13,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,100,27,86,Peru,<=50K
12824,56,Local-gov,20,12th,12,Married-AF-spouse,?,Own-child,Other,Female,86,59,28,Thailand,>50K
12825,57,Federal-gov,29,1st-4th,5,Married-civ-spouse,Armed-Forces,Not-in-family,Other,Male,2,45,59,Dominican-Republic,>50K
12826,18,Self-emp-not-inc,21,HS-grad,6,Never-married,Priv-house-serv,Wife,Other,Female,31,99,30,Iran,<=50K
12827,18,State-gov,97,Prof-school,14,Never-married,Handlers-cleaners,Unmarried,Black,Female,82,15,59,France,>50K
12828,28,Federal-gov,96,Preschool,15,Married-AF-spouse,Armed-Forces,Not-in-family,Other,Female,52,35,5,United-States,<=50K
12829,2,?,8,Assoc-voc,6,Separated,Farming-fishing,Wife,White,Female,90,1,49,Germany,<=50K
12830,49,Self-emp-inc,6,Assoc-voc,4,Widowed,?,Own-child,Other,Male,30,53,22,?,>50K
12831,47,Self-emp-inc,6,Prof-school,7,Divorced,Farming-fishing,Unmarried,Asian-Pac-Islander,Female,5,53,100,Mexico,<=50K
12832,51,Local-gov,81,Preschool,3,Married-civ-spouse,Transport-moving,Other-relative,Asian-Pac-Islander,Female,73,80,56,Outlying-US(Guam-USVI-etc),<=50K
12833,99,Self-emp-not-inc,93,Assoc-voc,13,Married-civ-spouse,Handlers-cleaners,Unmarried,Asian-Pac-Islander,Female,19,85,67,Thailand,<=50K
12834,80,Self-emp-not-inc,86,Assoc-voc,8,Married-AF-spouse,Protective-serv,Own-child,Amer-Indian-Eskimo,Male,71,62,22,Haiti,>50K
12835,78,Local-gov,23,10th,12,Widowed,Priv-house-serv,Not-in-family,Black,Female,87,45,73,India,>50K
12836,14,Self-emp-not-inc,29,11th,13,Married-spouse-absent,?,Other-relative,Other,Male,30,22,41,Taiwan,>50K
12837,8,Self-emp-not-inc,27,12th,5,Never-married,Sales,Not-in-family,Other,Male,89,81,71,Cuba,<=50K
12838,62,Federal-gov,11,Preschool,5,Married-AF-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Female,91,60,11,Cambodia,<=50K
12839,5,State-gov,89,Assoc-voc,8,Married-spouse-absent,Other-service,Other-relative,Amer-Indian-Eskimo,Male,31,58,73,El-Salvador,>50K
12840,68,Self-emp-not-inc,0,Some-college,1,Married-civ-spouse,Other-service,Wife,White,Female,79,31,88,Iran,>50K
12841,43,Federal-gov,62,10th,1,Never-married,Farming-fishing,Unmarried,Amer-Indian-Eskimo,Male,93,56,97,Mexico,<=50K
12842,37,Federal-gov,27,12th,12,Married-AF-spouse,Farming-fishing,Other-relative,Amer-Indian-Eskimo,Male,53,97,82,Nicaragua,>50K
12843,69,Self-emp-not-inc,39,HS-grad,7,Never-married,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,72,16,47,Outlying-US(Guam-USVI-etc),<=50K
12844,46,?,13,1st-4th,9,Married-spouse-absent,Exec-managerial,Other-relative,White,Male,89,49,13,South,>50K
12845,68,Self-emp-not-inc,11,7th-8th,8,Never-married,Sales,Other-relative,White,Female,62,57,47,Nicaragua,<=50K
12846,41,Private,86,9th,6,Divorced,Tech-support,Unmarried,Amer-Indian-Eskimo,Male,8,69,66,Trinadad&Tobago,<=50K
12847,14,State-gov,0,12th,16,Separated,Farming-fishing,Not-in-family,White,Female,39,36,80,Ecuador,<=50K
12848,16,Private,83,HS-grad,11,Married-AF-spouse,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,90,50,74,Taiwan,<=50K
12849,88,Self-emp-inc,73,HS-grad,5,Widowed,Prof-specialty,Wife,Asian-Pac-Islander,Male,68,89,76,Greece,>50K
12850,53,Local-gov,90,9th,8,Never-married,Farming-fishing,Not-in-family,Asian-Pac-Islander,Female,65,83,93,?,>50K
12851,26,Self-emp-inc,27,11th,2,Divorced,Prof-specialty,Wife,White,Male,90,43,35,Greece,<=50K
12852,57,Never-worked,77,9th,5,Married-spouse-absent,Transport-moving,Not-in-family,White,Male,14,9,41,?,<=50K
12853,9,Private,69,Prof-school,4,Married-civ-spouse,?,Not-in-family,White,Female,59,61,51,Mexico,<=50K
12854,48,Without-pay,18,5th-6th,1,Married-civ-spouse,Sales,Other-relative,Other,Female,47,13,31,Greece,<=50K
12855,84,Never-worked,19,Assoc-voc,1,Widowed,Armed-Forces,Wife,Amer-Indian-Eskimo,Female,89,65,29,Greece,>50K
12856,90,Never-worked,31,1st-4th,3,Separated,Tech-support,Wife,Amer-Indian-Eskimo,Male,6,84,93,Columbia,<=50K
12857,0,State-gov,52,Prof-school,9,Widowed,Transport-moving,Wife,Asian-Pac-Islander,Male,38,0,84,Cambodia,<=50K
12858,77,Local-gov,78,Bachelors,9,Married-spouse-absent,?,Own-child,Black,Female,95,5,58,Laos,>50K
12859,3,Self-emp-inc,11,1st-4th,2,Married-AF-spouse,Transport-moving,Unmarried,Other,Male,7,50,24,Laos,>50K
12860,66,Self-emp-not-inc,28,HS-grad,7,Separated,Prof-specialty,Unmarried,Other,Female,65,24,56,Holand-Netherlands,>50K
12861,10,Self-emp-inc,21,Masters,8,Married-civ-spouse,Machine-op-inspct,Other-relative,Amer-Indian-Eskimo,Male,27,66,12,Puerto-Rico,>50K
12862,80,Self-emp-not-inc,58,11th,7,Separated,Craft-repair,Other-relative,Amer-Indian-Eskimo,Female,51,73,94,Thailand,>50K
12863,59,Never-worked,24,9th,8,Married-civ-spouse,Farming-fishing,Not-in-family,Amer-Indian-Eskimo,Male,67,69,12,Hong,>50K
12864,2,?,67,7th-8th,14,Married-civ-spouse,Sales,Other-relative,Asian-Pac-Islander,Male,78,95,35,Vietnam,>50K
12865,70,Without-pay,75,5th-6th,12,Divorced,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Male,67,17,38,Japan,<=50K
12866,60,?,22,Assoc-voc,12,Married-spouse-absent,Transport-moving,Unmarried,Black,Female,62,100,38,Germany,>50K
12867,60,?,36,Assoc-acdm,4,Married-AF-spouse,Armed-Forces,Husband,Black,Female,83,67,1,India,<=50K
12868,95,State-gov,47,Assoc-voc,16,Married-civ-spouse,Transport-moving,Wife,Asian-Pac-Islander,Male,4,82,42,Peru,>50K
12869,28,Self-emp-inc,57,7th-8th,13,Married-AF-spouse,Tech-support,Wife,Other,Male,58,78,63,China,>50K
12870,56,Never-worked,52,5th-6th,16,Widowed,Sales,Wife,Other,Female,37,98,72,Italy,>50K
12871,84,State-gov,41,5th-6th,15,Widowed,?,Husband,Amer-Indian-Eskimo,Male,30,97,97,Philippines,>50K
12872,6,Federal-gov,89,Assoc-voc,2,Widowed,Armed-Forces,Wife,Black,Male,29,66,20,Laos,>50K
12873,17,Self-emp-not-inc,99,10th,9,Married-AF-spouse,Craft-repair,Unmarried,Black,Male,56,34,70,Haiti,<=50K
12874,51,?,80,Assoc-voc,3,Married-AF-spouse,Protective-serv,Not-in-family,White,Male,5,67,82,India,>50K
12875,20,Local-gov,36,5th-6th,16,Married-civ-spouse,Sales,Not-in-family,White,Female,4,93,3,Peru,<=50K
12876,91,Self-emp-not-inc,30,12th,14,Never-married,Tech-support,Other-relative,Asian-Pac-Islander,Male,34,78,1,Cambodia,<=50K
12877,18,Self-emp-inc,29,Preschool,12,Widowed,Craft-repair,Own-child,Black,Female,55,64,63,Philippines,>50K
12878,69,Self-emp-inc,55,11th,2,Widowed,Armed-Forces,Other-relative,Amer-Indian-Eskimo,Male,72,7,98,Philippines,>50K
12879,83,Private,24,Preschool,8,Married-spouse-absent,Other-service,Other-relative,Other,Female,92,78,18,Honduras,<=50K
12880,49,Local-gov,59,Bachelors,11,Never-married,?,Husband,White,Male,79,46,17,Hong,>50K
12881,1,Self-emp-not-inc,93,10th,13,Married-AF-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,68,11,16,Columbia,<=50K
12882,15,Without-pay,2,Some-college,10,Widowed,Sales,Husband,Amer-Indian-Eskimo,Female,24,0,8,Laos,<=50K
12883,80,Local-gov,26,Masters,14,Married-civ-spouse,Exec-managerial,Not-in-family,Black,Male,49,57,32,Holand-Netherlands,<=50K
12884,13,Self-emp-not-inc,42,Some-college,4,Divorced,Handlers-cleaners,Not-in-family,Other,Male,38,94,47,South,>50K
12885,72,Federal-gov,2,7th-8th,7,Never-married,Other-service,Not-in-family,Other,Male,21,33,62,Thailand,<=50K
12886,42,Local-gov,48,Doctorate,15,Widowed,Other-service,Husband,Other,Male,13,91,71,United-States,<=50K
12887,4,Self-emp-not-inc,61,Doctorate,9,Divorced,Armed-Forces,Other-relative,Amer-Indian-Eskimo,Female,57,84,28,Laos,<=50K
12888,30,State-gov,39,Prof-school,11,Widowed,Prof-specialty,Wife,White,Female,0,52,47,Germany,<=50K
12889,38,Self-emp-inc,19,Some-college,15,Married-civ-spouse,Craft-repair,Husband,White,Male,16,35,63,Greece,>50K
12890,70,Never-worked,41,12th,15,Widowed,?,Own-child,White,Male,37,2,63,France,<=50K
12891,49,State-gov,91,10th,10,Married-AF-spouse,?,Other-relative,White,Male,94,73,88,Ecuador,>50K
12892,43,?,87,Some-college,3,Married-spouse-absent,Protective-serv,Husband,Amer-Indian-Eskimo,Female,74,48,30,Germany,>50K
12893,89,Self-emp-not-inc,95,5th-6th,5,Widowed,Exec-managerial,Husband,Other,Female,61,2,68,Iran,>50K
12894,32,?,82,11th,2,Divorced,Priv-house-serv,Husband,Asian-Pac-Islander,Female,0,9,97,England,>50K
12895,95,State-gov,21,5th-6th,1,Divorced,Prof-specialty,Own-child,Amer-Indian-Eskimo,Male,18,11,89,Portugal,<=50K
12896,42,Private,45,Some-college,15,Never-married,Priv-house-serv,Husband,Other,Female,23,57,92,Germany,<=50K
12897,61,Private,85,12th,4,Divorced,Adm-clerical,Husband,Other,Female,40,34,60,India,<=50K
12898,65,Federal-gov,27,Preschool,6,Divorced,Handlers-cleaners,Unmarried,Asian-Pac-Islander,Male,83,44,82,Haiti,>50K
12899,91,State-gov,83,1st-4th,7,Married-spouse-absent,Prof-specialty,Wife,Black,Female,68,15,86,Portugal,<=50K
12900,64,Local-gov,81,7th-8th,6,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,3,30,26,Scotland,<=50K
12901,60,Self-emp-not-inc,49,Preschool,10,Separated,Protective-serv,Other-relative,Black,Female,33,89,98,Holand-Netherlands,>50K
12902,0,Without-pay,67,10th,4,Separated,Protective-serv,Other-relative,Amer-Indian-Eskimo,Female,52,81,36,Thailand,>50K
12903,15,?,61,Preschool,15,Married-AF-spouse,Armed-Forces,Other-relative,Other,Female,64,78,96,Outlying-US(Guam-USVI-etc),<=50K
12904,0,Self-emp-not-inc,15,Assoc-voc,14,Married-civ-spouse,Prof-specialty,Other-relative,Amer-Indian-Eskimo,Male,95,1,51,Portugal,<=50K
12905,98,Without-pay,26,Assoc-voc,8,Widowed,Other-service,Not-in-family,White,Female,13,44,60,Nicaragua,>50K
12906,26,Local-gov,10,10th,9,Married-spouse-absent,Transport-moving,Not-in-family,White,Male,87,44,45,Yugoslavia,>50K
