Unnamed: 0,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,y
21013,65,Federal-gov,54,HS-grad,7,Divorced,Farming-fishing,Wife,White,Male,32,89,47,Italy,atfpg21013
21014,51,Never-worked,40,Masters,3,Separated,Sales,Unmarried,Asian-Pac-Islander,Male,16,59,64,Nicaragua,afdiy21014
21015,12,?,98,HS-grad,5,Married-civ-spouse,Priv-house-serv,Other-relative,Black,Female,54,39,77,Cambodia,vskiu21015
21016,8,Private,47,11th,3,Divorced,Sales,Unmarried,Other,Male,72,85,70,Hong,ueour21016
21017,67,?,20,7th-8th,9,Divorced,Adm-clerical,Wife,Other,Male,50,44,48,Trinadad&Tobago,itmpr21017
21018,61,Self-emp-not-inc,50,Masters,8,Divorced,Farming-fishing,Not-in-family,Other,Female,59,44,52,Vietnam,yubnb21018
21019,36,Local-gov,22,Assoc-acdm,13,Married-AF-spouse,Sales,Unmarried,Asian-Pac-Islander,Female,39,93,0,Taiwan,qobjz21019
21020,13,Federal-gov,21,HS-grad,6,Separated,Protective-serv,Other-relative,Other,Female,90,83,69,Canada,actwu21020
21021,87,Local-gov,25,12th,9,Married-spouse-absent,Farming-fishing,Wife,Black,Female,12,55,77,Hungary,zeyhz21021
21022,71,Local-gov,2,Masters,4,Married-civ-spouse,Machine-op-inspct,Own-child,Asian-Pac-Islander,Female,67,64,60,India,yfhvt21022
21023,39,Never-worked,92,1st-4th,9,Widowed,Farming-fishing,Unmarried,Other,Female,15,78,65,Hungary,fmbbm21023
21024,53,Private,40,HS-grad,16,Separated,?,Wife,Amer-Indian-Eskimo,Male,72,68,12,South,ibvcj21024
21025,94,Without-pay,81,Assoc-voc,13,Divorced,Other-service,Own-child,Black,Female,25,18,6,Poland,qauvd21025
21026,36,?,7,11th,9,Never-married,Transport-moving,Husband,Black,Male,1,91,85,Scotland,vuvsg21026
21027,46,Never-worked,76,Prof-school,13,Widowed,?,Wife,Other,Male,73,79,45,Ireland,bukyy21027
21028,72,Self-emp-not-inc,11,Doctorate,12,Widowed,Other-service,Other-relative,Black,Female,39,12,64,Poland,tmavd21028
21029,74,Never-worked,8,12th,4,Married-civ-spouse,Exec-managerial,Wife,White,Female,96,59,50,Canada,qgrox21029
21030,5,Without-pay,9,12th,14,Never-married,Machine-op-inspct,Own-child,Black,Female,40,57,70,Poland,lazmm21030
21031,39,Self-emp-inc,41,Doctorate,11,Married-spouse-absent,Tech-support,Unmarried,White,Female,89,51,4,Greece,assoi21031
21032,2,Without-pay,38,Doctorate,12,Divorced,Machine-op-inspct,Unmarried,Black,Female,57,19,30,Guatemala,sgauu21032
21033,19,Federal-gov,72,10th,5,Never-married,?,Own-child,White,Female,74,81,50,Columbia,twagu21033
21034,57,Private,93,Masters,2,Divorced,Protective-serv,Unmarried,White,Male,67,1,91,Cambodia,lamkn21034
21035,3,Self-emp-inc,71,5th-6th,11,Widowed,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Male,5,84,88,Guatemala,jscrj21035
21036,55,Self-emp-not-inc,63,7th-8th,3,Married-AF-spouse,Protective-serv,Other-relative,White,Male,23,20,7,Columbia,ykmze21036
21037,88,Federal-gov,57,Assoc-voc,15,Divorced,Adm-clerical,Husband,Black,Male,64,11,90,Canada,aqqss21037
21038,74,State-gov,13,Assoc-acdm,12,Married-AF-spouse,Craft-repair,Wife,Asian-Pac-Islander,Male,63,50,36,Holand-Netherlands,ltrst21038
21039,86,Self-emp-inc,62,7th-8th,5,Widowed,?,Husband,Asian-Pac-Islander,Female,75,90,21,Italy,ugfgk21039
21040,1,Self-emp-inc,91,Bachelors,16,Divorced,Farming-fishing,Unmarried,Amer-Indian-Eskimo,Male,50,76,9,El-Salvador,baagb21040
21041,19,Self-emp-not-inc,17,Bachelors,8,Widowed,Other-service,Husband,Other,Female,79,74,20,Thailand,nxxjr21041
21042,28,Self-emp-inc,89,1st-4th,14,Separated,Sales,Wife,Amer-Indian-Eskimo,Female,1,22,14,Honduras,oissz21042
21043,29,?,53,11th,15,Married-spouse-absent,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,62,80,56,?,wqyjo21043
21044,97,Never-worked,86,11th,9,Married-spouse-absent,Handlers-cleaners,Wife,White,Female,75,55,49,Puerto-Rico,oraeg21044
21045,22,Federal-gov,62,12th,7,Widowed,Protective-serv,Wife,Amer-Indian-Eskimo,Female,66,31,13,Cambodia,dzwcs21045
21046,7,Never-worked,34,12th,14,Never-married,Prof-specialty,Husband,Asian-Pac-Islander,Female,65,97,89,Cuba,mjcbi21046
21047,8,Never-worked,20,1st-4th,16,Never-married,Sales,Unmarried,Black,Female,38,57,39,Peru,herjh21047
21048,41,Without-pay,48,HS-grad,16,Married-spouse-absent,Craft-repair,Wife,Amer-Indian-Eskimo,Female,46,8,38,Ireland,hffew21048
21049,93,Federal-gov,66,HS-grad,8,Married-AF-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,42,61,71,Peru,vcefx21049
21050,83,Private,73,12th,5,Married-civ-spouse,Tech-support,Not-in-family,Black,Female,16,73,95,Hong,nujbv21050
21051,22,Private,87,10th,9,Married-spouse-absent,Armed-Forces,Wife,Other,Male,73,28,27,El-Salvador,xiftq21051
21052,72,Federal-gov,22,Bachelors,8,Married-civ-spouse,Adm-clerical,Husband,White,Female,95,37,15,Trinadad&Tobago,xxkit21052
21053,49,Self-emp-not-inc,20,Assoc-voc,1,Married-AF-spouse,Armed-Forces,Wife,Other,Male,4,41,35,Guatemala,kdltn21053
21054,71,State-gov,11,Assoc-voc,7,Never-married,Adm-clerical,Unmarried,Other,Male,63,86,41,Thailand,aegnh21054
21055,64,Private,55,9th,16,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,4,5,27,Germany,jecfm21055
21056,28,Private,3,HS-grad,9,Widowed,Transport-moving,Not-in-family,White,Male,56,77,84,Cambodia,jbpee21056
21057,69,Never-worked,6,Bachelors,6,Separated,Sales,Not-in-family,Other,Female,35,99,26,Outlying-US(Guam-USVI-etc),axmru21057
21058,19,State-gov,33,5th-6th,16,Married-civ-spouse,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Male,36,52,39,Canada,dzzkf21058
21059,7,Self-emp-inc,33,9th,2,Never-married,Priv-house-serv,Other-relative,White,Female,1,49,66,Thailand,wakwl21059
21060,60,Local-gov,26,12th,7,Separated,Protective-serv,Unmarried,White,Male,43,21,30,Peru,mfzfg21060
21061,59,Federal-gov,48,10th,2,Married-spouse-absent,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,50,26,0,Germany,mbtrn21061
21062,38,Private,17,Assoc-acdm,10,Never-married,Sales,Husband,Other,Female,21,23,78,Haiti,weaxk21062
21063,89,Never-worked,25,7th-8th,11,Never-married,Machine-op-inspct,Other-relative,White,Female,48,44,9,Ireland,xblns21063
21064,5,Without-pay,5,7th-8th,9,Separated,Protective-serv,Husband,White,Female,39,71,64,Trinadad&Tobago,upaxx21064
21065,35,?,13,5th-6th,6,Married-spouse-absent,?,Not-in-family,Black,Male,80,18,58,South,fydjy21065
21066,88,Local-gov,23,Doctorate,9,Married-AF-spouse,Armed-Forces,Wife,Other,Female,12,19,93,Scotland,mjurp21066
21067,10,Private,31,Preschool,7,Married-spouse-absent,Prof-specialty,Unmarried,Black,Male,69,36,69,Taiwan,mnjif21067
21068,60,Self-emp-not-inc,4,Prof-school,10,Divorced,Sales,Wife,Black,Male,23,28,99,Peru,hqzrk21068
21069,73,Never-worked,12,7th-8th,5,Never-married,Prof-specialty,Wife,Asian-Pac-Islander,Female,54,10,87,Mexico,dnmbi21069
21070,36,State-gov,95,7th-8th,11,Married-AF-spouse,Transport-moving,Unmarried,Asian-Pac-Islander,Male,39,80,7,France,tpwuz21070
21071,58,?,85,7th-8th,1,Never-married,?,Not-in-family,Asian-Pac-Islander,Male,35,82,63,Portugal,kgsuq21071
21072,21,Self-emp-inc,3,Some-college,12,Married-AF-spouse,?,Own-child,White,Female,20,35,50,Peru,yfsxm21072
21073,16,Without-pay,80,5th-6th,8,Married-civ-spouse,Other-service,Own-child,Other,Female,44,50,32,Hungary,sclqe21073
21074,45,Self-emp-not-inc,36,10th,4,Divorced,Tech-support,Unmarried,Black,Female,9,62,25,Philippines,eycav21074
21075,100,Never-worked,81,1st-4th,11,Married-AF-spouse,Protective-serv,Other-relative,Other,Female,1,82,38,Italy,ymsfc21075
21076,80,Local-gov,73,7th-8th,7,Widowed,Armed-Forces,Not-in-family,Asian-Pac-Islander,Female,68,69,57,El-Salvador,erihc21076
21077,6,Without-pay,88,11th,9,Married-AF-spouse,Exec-managerial,Husband,Black,Female,22,12,36,Philippines,oxvms21077
21078,53,Self-emp-inc,19,Preschool,15,Never-married,Protective-serv,Husband,Amer-Indian-Eskimo,Female,8,54,62,Puerto-Rico,evmom21078
21079,41,Without-pay,61,9th,10,Married-AF-spouse,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,63,65,26,Guatemala,wlkft21079
21080,25,Self-emp-not-inc,30,Preschool,6,Married-civ-spouse,Farming-fishing,Wife,White,Female,0,15,96,Ireland,llmjk21080
21081,34,Local-gov,40,10th,9,Separated,Farming-fishing,Not-in-family,White,Female,7,96,83,Ecuador,amgmc21081
21082,67,Self-emp-not-inc,93,Doctorate,16,Married-spouse-absent,Protective-serv,Other-relative,White,Female,7,38,31,?,jfere21082
21083,22,Self-emp-not-inc,81,5th-6th,3,Widowed,Craft-repair,Wife,White,Female,37,0,36,?,pqbls21083
21084,93,Self-emp-inc,98,5th-6th,16,Never-married,?,Husband,Amer-Indian-Eskimo,Female,48,27,0,Portugal,xtpdk21084
21085,52,Federal-gov,84,Assoc-voc,8,Divorced,Tech-support,Own-child,Black,Male,97,68,41,?,qfmhg21085
21086,24,Without-pay,64,5th-6th,10,Never-married,Transport-moving,Other-relative,Asian-Pac-Islander,Female,33,91,28,Iran,nlpep21086
21087,49,State-gov,86,Prof-school,8,Never-married,Farming-fishing,Unmarried,White,Male,84,69,73,Ecuador,bpwch21087
21088,33,Self-emp-inc,3,Prof-school,14,Married-spouse-absent,Prof-specialty,Not-in-family,Other,Male,62,54,61,Hungary,lmsjf21088
21089,99,Self-emp-not-inc,0,Masters,11,Divorced,Farming-fishing,Unmarried,Black,Female,86,92,78,Mexico,yzjvj21089
21090,88,Self-emp-not-inc,5,10th,7,Divorced,Protective-serv,Other-relative,Black,Female,17,7,91,United-States,izvfx21090
21091,38,Never-worked,81,Masters,15,Married-civ-spouse,Tech-support,Unmarried,White,Female,41,5,50,Ireland,zpeld21091
21092,75,Local-gov,20,Some-college,2,Widowed,Craft-repair,Wife,White,Male,69,71,97,Peru,fvaaz21092
21093,62,Private,60,Doctorate,16,Married-civ-spouse,Tech-support,Unmarried,Asian-Pac-Islander,Female,35,77,73,Mexico,xqfkh21093
21094,35,Self-emp-inc,100,Doctorate,13,Married-spouse-absent,Tech-support,Unmarried,Black,Male,10,91,28,El-Salvador,dsomz21094
21095,88,Never-worked,13,Prof-school,4,Married-spouse-absent,Farming-fishing,Own-child,Black,Female,2,73,80,Honduras,hzlqg21095
21096,57,State-gov,29,1st-4th,4,Married-AF-spouse,Machine-op-inspct,Not-in-family,Black,Female,70,22,76,Greece,osuit21096
21097,7,Never-worked,52,Prof-school,12,Married-AF-spouse,Armed-Forces,Husband,Black,Female,7,8,80,Poland,mqwuc21097
21098,100,Self-emp-inc,37,HS-grad,14,Married-civ-spouse,Sales,Not-in-family,Other,Male,92,82,11,Canada,jodiv21098
21099,11,Local-gov,87,Assoc-acdm,11,Married-spouse-absent,Tech-support,Wife,Black,Female,30,36,53,Hong,keldq21099
21100,0,?,55,Assoc-voc,4,Widowed,Exec-managerial,Not-in-family,White,Male,72,7,52,United-States,zwhpx21100
21101,36,Never-worked,31,9th,15,Divorced,Prof-specialty,Not-in-family,Black,Female,96,49,62,Greece,zljsk21101
21102,5,Never-worked,25,Prof-school,16,Never-married,Prof-specialty,Not-in-family,White,Male,8,46,98,Vietnam,ewrsn21102
21103,9,?,37,Bachelors,2,Widowed,Machine-op-inspct,Wife,Black,Female,71,34,55,Canada,ygbrr21103
21104,69,Local-gov,38,1st-4th,14,Married-civ-spouse,Armed-Forces,Wife,Other,Male,28,38,85,Honduras,daole21104
21105,42,Never-worked,40,Bachelors,2,Divorced,?,Wife,Other,Female,10,3,40,Vietnam,vamom21105
21106,14,State-gov,89,Assoc-acdm,8,Widowed,Prof-specialty,Husband,Black,Female,16,32,36,South,zonvr21106
21107,86,Private,29,Bachelors,11,Widowed,Tech-support,Unmarried,Other,Male,75,96,43,Italy,ovpmb21107
21108,38,Never-worked,4,HS-grad,13,Married-AF-spouse,Prof-specialty,Own-child,White,Female,65,82,81,Trinadad&Tobago,ilozo21108
21109,33,State-gov,52,Assoc-voc,12,Married-civ-spouse,Craft-repair,Wife,White,Female,40,25,55,Cambodia,ozyvo21109
21110,35,Federal-gov,58,7th-8th,12,Widowed,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,53,28,28,Japan,ecbfz21110
21111,8,Self-emp-inc,2,10th,15,Never-married,Other-service,Other-relative,Other,Male,56,60,60,Iran,zwahe21111
21112,95,Self-emp-not-inc,64,Prof-school,14,Married-spouse-absent,Protective-serv,Not-in-family,Amer-Indian-Eskimo,Male,13,83,97,China,cakil21112
21113,2,Never-worked,77,Some-college,14,Separated,Exec-managerial,Husband,Amer-Indian-Eskimo,Female,55,98,38,Jamaica,xbhmo21113
21114,55,?,20,7th-8th,9,Separated,Adm-clerical,Other-relative,Other,Female,46,39,34,Peru,szetm21114
21115,36,Self-emp-not-inc,39,Assoc-voc,2,Married-AF-spouse,Craft-repair,Husband,Black,Male,69,77,88,Canada,ryxyf21115
21116,60,Private,33,9th,3,Never-married,Adm-clerical,Own-child,White,Male,7,97,84,Scotland,fnbsh21116
21117,20,State-gov,97,Prof-school,14,Separated,Adm-clerical,Wife,Black,Male,37,4,5,Thailand,vdamu21117
21118,19,Private,59,1st-4th,1,Married-AF-spouse,Other-service,Own-child,White,Male,56,15,27,Greece,qbgie21118
21119,30,?,98,Bachelors,16,Married-spouse-absent,Other-service,Other-relative,White,Male,17,78,58,?,uivjh21119
21120,73,Self-emp-not-inc,74,Prof-school,6,Married-AF-spouse,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Male,7,49,19,Holand-Netherlands,guamc21120
21121,20,?,27,Prof-school,9,Widowed,Protective-serv,Other-relative,White,Female,75,61,15,Canada,siqkk21121
21122,33,Self-emp-not-inc,19,Doctorate,4,Divorced,Priv-house-serv,Wife,Asian-Pac-Islander,Female,83,94,97,Italy,lotcz21122
21123,98,Local-gov,40,7th-8th,16,Widowed,Craft-repair,Husband,Amer-Indian-Eskimo,Male,41,55,74,Philippines,cvzaz21123
21124,90,Never-worked,41,Doctorate,11,Divorced,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Female,76,75,60,Greece,fjuti21124
21125,82,Private,26,Prof-school,8,Separated,Sales,Unmarried,Asian-Pac-Islander,Male,5,89,56,El-Salvador,smwjq21125
21126,100,Self-emp-inc,95,9th,15,Never-married,Craft-repair,Not-in-family,White,Female,61,97,78,Haiti,wrbti21126
21127,50,Private,43,9th,12,Married-spouse-absent,Farming-fishing,Unmarried,Black,Female,22,21,52,Guatemala,giwdb21127
21128,35,Self-emp-not-inc,46,Prof-school,15,Married-civ-spouse,Exec-managerial,Wife,Black,Female,46,64,83,Japan,wyayz21128
21129,62,Local-gov,27,HS-grad,4,Married-civ-spouse,Armed-Forces,Unmarried,Other,Male,22,73,10,Puerto-Rico,iowfg21129
21130,74,Self-emp-not-inc,44,Assoc-acdm,11,Married-AF-spouse,Handlers-cleaners,Wife,Other,Female,65,13,55,Guatemala,fvkcf21130
21131,75,Private,81,11th,15,Divorced,?,Not-in-family,Amer-Indian-Eskimo,Female,18,70,10,Portugal,rflym21131
21132,69,?,43,Bachelors,4,Married-civ-spouse,Armed-Forces,Husband,Amer-Indian-Eskimo,Female,67,68,83,Cambodia,jyacz21132
21133,58,Private,1,HS-grad,1,Separated,Protective-serv,Not-in-family,Other,Male,69,35,65,Puerto-Rico,ypjxe21133
21134,92,Self-emp-inc,97,HS-grad,1,Married-spouse-absent,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Female,65,97,87,Peru,seieu21134
21135,100,Local-gov,50,12th,7,Separated,Machine-op-inspct,Own-child,Asian-Pac-Islander,Female,97,41,18,Honduras,lcfcn21135
21136,75,Self-emp-not-inc,75,Preschool,6,Widowed,Tech-support,Own-child,Black,Male,99,12,92,Japan,xhwot21136
21137,54,Never-worked,84,Masters,3,Married-AF-spouse,Priv-house-serv,Unmarried,Other,Female,25,29,31,El-Salvador,yzgtc21137
21138,80,Federal-gov,16,Some-college,6,Separated,Farming-fishing,Husband,Asian-Pac-Islander,Male,79,39,95,Mexico,ctzly21138
21139,35,Self-emp-inc,62,9th,12,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,80,93,4,Philippines,ewygh21139
21140,84,Local-gov,93,11th,13,Married-civ-spouse,Priv-house-serv,Own-child,Black,Male,38,82,48,Puerto-Rico,aumho21140
21141,98,?,8,10th,14,Married-civ-spouse,Prof-specialty,Own-child,Amer-Indian-Eskimo,Male,1,89,74,Outlying-US(Guam-USVI-etc),qzoyn21141
21142,76,Local-gov,25,12th,13,Widowed,Exec-managerial,Wife,Black,Male,81,92,47,Ecuador,hpqnz21142
21143,3,Self-emp-inc,0,10th,5,Separated,Machine-op-inspct,Own-child,Amer-Indian-Eskimo,Male,57,76,46,Guatemala,kxiqw21143
21144,61,Self-emp-inc,80,9th,9,Divorced,Other-service,Husband,Other,Female,42,51,44,India,lmnci21144
21145,38,Private,46,Assoc-acdm,14,Widowed,Farming-fishing,Wife,Amer-Indian-Eskimo,Male,18,66,50,Thailand,fkrlc21145
21146,71,Self-emp-not-inc,78,Assoc-acdm,13,Married-AF-spouse,Priv-house-serv,Wife,Black,Male,0,96,11,France,jhyml21146
21147,11,Without-pay,13,9th,2,Divorced,Exec-managerial,Own-child,Amer-Indian-Eskimo,Female,23,3,66,Laos,epqqh21147
21148,85,Self-emp-not-inc,77,Assoc-voc,10,Married-spouse-absent,Priv-house-serv,Wife,Black,Female,65,25,36,El-Salvador,vpnrt21148
21149,85,Private,89,Bachelors,1,Divorced,Handlers-cleaners,Unmarried,Black,Female,35,54,54,Outlying-US(Guam-USVI-etc),lfzgu21149
21150,78,Self-emp-inc,3,7th-8th,6,Separated,Priv-house-serv,Own-child,Amer-Indian-Eskimo,Male,69,16,5,Mexico,xjrke21150
21151,11,State-gov,33,Preschool,10,Married-AF-spouse,Craft-repair,Not-in-family,Asian-Pac-Islander,Female,44,72,6,Portugal,bbmcd21151
21152,1,Self-emp-inc,10,1st-4th,9,Separated,Prof-specialty,Own-child,Other,Male,62,3,4,Jamaica,avdbc21152
21153,12,Private,24,Preschool,8,Widowed,Protective-serv,Husband,Other,Female,25,88,18,Outlying-US(Guam-USVI-etc),hpwnz21153
21154,42,?,19,HS-grad,16,Divorced,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Female,39,8,17,Haiti,xvekv21154
21155,23,Local-gov,65,Some-college,13,Divorced,Transport-moving,Other-relative,White,Male,75,26,66,Columbia,heobv21155
21156,69,State-gov,53,11th,7,Married-civ-spouse,Craft-repair,Own-child,White,Male,100,33,46,Cuba,xkafl21156
21157,48,State-gov,68,7th-8th,7,Widowed,Protective-serv,Own-child,Other,Female,29,80,68,Hungary,wvhyn21157
21158,37,Never-worked,41,1st-4th,16,Separated,Handlers-cleaners,Unmarried,Amer-Indian-Eskimo,Male,31,97,59,Yugoslavia,iykea21158
21159,12,Local-gov,4,Assoc-voc,8,Divorced,Tech-support,Other-relative,White,Female,33,4,3,?,thdfu21159
21160,51,Never-worked,12,11th,16,Married-spouse-absent,Sales,Own-child,Other,Female,89,23,9,Holand-Netherlands,dvoxe21160
21161,82,Private,75,Assoc-acdm,10,Widowed,Protective-serv,Own-child,Other,Male,87,91,51,United-States,euqfp21161
21162,24,?,47,10th,6,Separated,Transport-moving,Husband,Asian-Pac-Islander,Female,86,95,82,?,qzcmj21162
21163,20,Self-emp-not-inc,54,Some-college,15,Separated,Adm-clerical,Husband,Amer-Indian-Eskimo,Female,27,25,84,England,jatjv21163
21164,16,Self-emp-inc,37,9th,14,Married-spouse-absent,Prof-specialty,Unmarried,Other,Male,81,81,6,Outlying-US(Guam-USVI-etc),cjvjh21164
21165,15,Self-emp-not-inc,82,Bachelors,13,Married-spouse-absent,Farming-fishing,Other-relative,Other,Female,88,18,30,Poland,twjvy21165
21166,14,Self-emp-inc,20,7th-8th,7,Widowed,Armed-Forces,Wife,Other,Female,26,31,16,Haiti,fwngv21166
21167,36,Private,54,Preschool,1,Married-spouse-absent,Farming-fishing,Unmarried,Other,Male,62,62,96,Laos,scgqo21167
21168,87,State-gov,48,1st-4th,8,Married-AF-spouse,Craft-repair,Husband,Black,Female,94,36,11,Honduras,gvjxi21168
21169,35,?,59,10th,5,Separated,Priv-house-serv,Not-in-family,Other,Male,61,61,36,Thailand,mdosv21169
21170,20,Never-worked,15,Doctorate,12,Married-AF-spouse,Adm-clerical,Other-relative,Black,Male,91,5,63,?,qyzmp21170
21171,54,Never-worked,34,Bachelors,12,Separated,Protective-serv,Wife,Other,Female,55,87,53,?,kpyri21171
21172,10,State-gov,14,5th-6th,13,Married-civ-spouse,Armed-Forces,Own-child,Amer-Indian-Eskimo,Female,45,52,37,Canada,mlkri21172
21173,71,Self-emp-inc,6,1st-4th,3,Widowed,Exec-managerial,Husband,Black,Female,26,78,20,Puerto-Rico,ocisn21173
21174,61,Federal-gov,37,Assoc-acdm,6,Married-civ-spouse,Transport-moving,Other-relative,Asian-Pac-Islander,Female,72,47,58,Cambodia,nmwtw21174
21175,39,?,36,Masters,5,Separated,Other-service,Other-relative,Other,Female,97,10,51,Greece,qqbrc21175
21176,21,Federal-gov,45,11th,9,Divorced,Other-service,Unmarried,Black,Male,71,22,52,France,ugeej21176
21177,65,?,2,Masters,13,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,33,44,11,Scotland,rgiev21177
21178,10,Never-worked,72,Assoc-acdm,16,Married-civ-spouse,Sales,Unmarried,Other,Male,8,26,44,Ecuador,agzlj21178
21179,93,Without-pay,13,Doctorate,13,Divorced,Other-service,Unmarried,Asian-Pac-Islander,Male,9,11,95,Dominican-Republic,kjmeq21179
21180,27,Without-pay,17,5th-6th,8,Married-civ-spouse,Priv-house-serv,Not-in-family,Black,Male,73,19,80,Thailand,rtgru21180
21181,52,?,33,9th,9,Divorced,Sales,Other-relative,Other,Female,40,69,13,India,lbcjs21181
21182,99,Never-worked,26,5th-6th,10,Married-spouse-absent,Handlers-cleaners,Other-relative,White,Male,10,39,11,Haiti,jkdal21182
21183,32,?,48,Doctorate,15,Married-AF-spouse,Priv-house-serv,Not-in-family,Other,Female,67,51,1,Honduras,eeied21183
21184,7,Federal-gov,36,Some-college,16,Divorced,Armed-Forces,Wife,Black,Male,42,58,58,Canada,iqeni21184
21185,38,Never-worked,73,Prof-school,2,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,18,92,39,Peru,txfig21185
21186,46,Private,86,10th,11,Widowed,Transport-moving,Husband,Other,Male,23,35,89,India,mriru21186
21187,54,?,73,Bachelors,8,Separated,Machine-op-inspct,Wife,Asian-Pac-Islander,Male,35,53,69,South,yyjsc21187
21188,22,Private,92,1st-4th,8,Separated,Prof-specialty,Not-in-family,Black,Female,73,57,45,England,oiuoe21188
21189,20,State-gov,37,Assoc-voc,13,Widowed,Sales,Husband,White,Male,72,45,57,Holand-Netherlands,lclqh21189
21190,68,Without-pay,39,1st-4th,7,Married-spouse-absent,Transport-moving,Wife,Asian-Pac-Islander,Female,73,83,73,Japan,uvwig21190
21191,86,Federal-gov,13,10th,10,Separated,Priv-house-serv,Other-relative,Amer-Indian-Eskimo,Female,66,26,0,Mexico,kunpy21191
21192,100,Self-emp-inc,48,5th-6th,10,Married-AF-spouse,Other-service,Unmarried,Amer-Indian-Eskimo,Male,59,90,58,China,cxmcd21192
21193,32,Local-gov,79,12th,15,Divorced,Tech-support,Other-relative,Black,Male,82,78,76,Dominican-Republic,zhszm21193
21194,64,Local-gov,5,Masters,3,Married-spouse-absent,Handlers-cleaners,Other-relative,White,Female,47,30,16,Mexico,dgxkq21194
21195,83,Local-gov,47,10th,3,Married-spouse-absent,Priv-house-serv,Other-relative,Black,Female,92,90,86,Guatemala,mgcjt21195
21196,16,Self-emp-inc,69,Prof-school,10,Separated,Protective-serv,Unmarried,Black,Male,45,6,19,South,mirzo21196
21197,43,State-gov,39,Assoc-acdm,6,Never-married,Handlers-cleaners,Unmarried,White,Female,18,56,25,Outlying-US(Guam-USVI-etc),qwiba21197
21198,73,State-gov,33,HS-grad,2,Married-AF-spouse,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,20,97,60,Canada,saqpv21198
21199,67,Local-gov,45,Bachelors,9,Married-AF-spouse,?,Husband,Black,Male,39,85,12,Ecuador,ckevg21199
21200,80,Never-worked,41,Bachelors,15,Married-AF-spouse,Protective-serv,Other-relative,Amer-Indian-Eskimo,Male,99,97,87,Guatemala,ofosq21200
21201,79,Federal-gov,87,Assoc-voc,9,Divorced,?,Husband,White,Male,82,74,77,Dominican-Republic,puqei21201
21202,81,Federal-gov,78,Assoc-acdm,7,Widowed,Protective-serv,Wife,Black,Female,38,84,22,Nicaragua,tmscl21202
21203,76,Local-gov,18,Doctorate,5,Widowed,Exec-managerial,Wife,White,Female,52,100,79,Iran,rdtsr21203
21204,34,Without-pay,63,Bachelors,10,Married-AF-spouse,Transport-moving,Wife,White,Male,4,39,14,Laos,eidvs21204
21205,43,Self-emp-not-inc,15,5th-6th,12,Married-civ-spouse,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Female,88,98,27,Italy,yhirp21205
21206,56,Never-worked,82,Bachelors,9,Widowed,Machine-op-inspct,Husband,White,Female,30,34,6,Mexico,xpraa21206
21207,24,Self-emp-inc,96,9th,2,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,2,30,16,Columbia,iwjdn21207
21208,64,Never-worked,40,HS-grad,13,Married-AF-spouse,Other-service,Own-child,Other,Female,96,86,26,Scotland,tmpxn21208
21209,48,Without-pay,4,Doctorate,7,Married-AF-spouse,Farming-fishing,Own-child,Asian-Pac-Islander,Male,54,71,81,Guatemala,vyvfs21209
21210,32,Self-emp-not-inc,12,9th,7,Separated,Protective-serv,Husband,Amer-Indian-Eskimo,Male,60,21,61,Canada,hbbob21210
21211,8,Without-pay,5,Masters,8,Married-AF-spouse,Armed-Forces,Not-in-family,Amer-Indian-Eskimo,Female,22,4,38,Iran,wkrbd21211
21212,99,State-gov,10,Assoc-acdm,8,Separated,Transport-moving,Not-in-family,Asian-Pac-Islander,Male,99,88,56,China,lcwvu21212
21213,15,Private,53,5th-6th,15,Never-married,Other-service,Unmarried,Black,Female,55,85,72,Outlying-US(Guam-USVI-etc),iydlh21213
21214,34,Never-worked,37,HS-grad,16,Divorced,Protective-serv,Other-relative,Asian-Pac-Islander,Female,14,65,49,South,jrnjy21214
21215,24,Self-emp-inc,87,11th,9,Separated,?,Own-child,Asian-Pac-Islander,Male,90,27,85,South,pokzx21215
21216,84,?,91,Assoc-voc,14,Separated,Craft-repair,Wife,Black,Male,60,32,26,Guatemala,uftvl21216
21217,44,State-gov,3,Bachelors,3,Married-AF-spouse,Priv-house-serv,Wife,Black,Female,99,16,86,Portugal,fynrz21217
