Unnamed: 0,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,y
12224,66,State-gov,48,7th-8th,15,Divorced,Priv-house-serv,Not-in-family,White,Male,63,53,9,kafrafwzkymzhqmyhyeoktpr,>50K
12225,80,Without-pay,71,Some-college,6,Separated,?,Unmarried,Other,Female,27,66,5,oimbyyiwrvrifbahaqewztux,<=50K
12226,30,?,18,HS-grad,12,Married-civ-spouse,Tech-support,Not-in-family,Black,Male,86,12,27,dhnfvhjiwuhietupwmcxgdkk,<=50K
12227,60,Federal-gov,89,7th-8th,5,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Female,0,100,97,gsnrlxllxnsgaskpqmjgyxyx,>50K
12228,63,State-gov,87,1st-4th,5,Divorced,Machine-op-inspct,Unmarried,Other,Female,81,62,43,tdzacfwyeeymafnxrfpwvvkv,>50K
12229,81,Without-pay,37,Assoc-voc,4,Separated,Handlers-cleaners,Wife,Black,Female,58,72,44,lnuoillyuvbhhdvqozszqkwk,<=50K
12230,31,Local-gov,100,Some-college,1,Divorced,Transport-moving,Unmarried,White,Male,43,19,22,ogezjvmomzgoydcgbglyvien,<=50K
12231,59,Without-pay,58,Doctorate,7,Separated,Sales,Not-in-family,Other,Female,77,42,96,wlmsmxdpqiijzevuomhuaove,>50K
12232,21,Self-emp-inc,86,11th,13,Widowed,Protective-serv,Husband,White,Female,57,99,32,nsyhbkovuuvkzscxfbuzjonp,<=50K
12233,96,Local-gov,45,10th,3,Never-married,Armed-Forces,Husband,White,Female,14,27,21,vrjwkncfxqgbprtzjvbdoodx,>50K
12234,61,Self-emp-not-inc,34,Assoc-acdm,13,Married-civ-spouse,Adm-clerical,Own-child,Asian-Pac-Islander,Male,18,38,25,rbdxptufuhksgxddbnfptszb,>50K
12235,87,Self-emp-inc,23,HS-grad,11,Married-spouse-absent,Sales,Husband,Other,Female,2,68,38,gfesrlnriqwefikzzuaogtog,<=50K
12236,61,Self-emp-inc,56,10th,7,Widowed,Protective-serv,Not-in-family,Asian-Pac-Islander,Male,27,37,30,oiblezixbdsgiyxjbpgryiyh,<=50K
12237,28,?,12,Bachelors,4,Widowed,Tech-support,Not-in-family,Amer-Indian-Eskimo,Female,69,89,80,wsncxomfgdjabkutaixmusgc,<=50K
12238,91,Self-emp-not-inc,85,Assoc-voc,1,Divorced,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,69,59,40,ehgysdnspxofigtwhbdfrmoi,<=50K
12239,11,State-gov,47,Some-college,5,Divorced,Other-service,Husband,White,Female,46,75,47,fqykixkutsuoclqbkpzexcxs,>50K
12240,73,Federal-gov,46,HS-grad,8,Widowed,Protective-serv,Husband,Asian-Pac-Islander,Female,89,27,61,sjswcpwpgsobuuuhxpevwjzh,>50K
12241,3,Local-gov,3,5th-6th,14,Separated,Other-service,Unmarried,Black,Male,40,46,47,mhbyegohyhbbjhrobfdcqhxr,<=50K
12242,80,Local-gov,71,Preschool,11,Married-AF-spouse,Priv-house-serv,Other-relative,Amer-Indian-Eskimo,Female,6,95,71,azzxgoycwmjaepipqkscbxjx,>50K
12243,51,Private,7,7th-8th,13,Married-AF-spouse,Tech-support,Wife,Asian-Pac-Islander,Male,78,31,0,wjajylseysxxlkmfymzbaoaa,>50K
12244,73,Self-emp-inc,22,11th,8,Divorced,Farming-fishing,Unmarried,Asian-Pac-Islander,Female,92,99,4,htztjtlbkwveltpajryvtyfx,<=50K
12245,19,Never-worked,2,Prof-school,7,Separated,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Male,82,29,5,kgnbargpjhfqynajqvvmnisz,>50K
12246,67,Private,95,Some-college,12,Married-spouse-absent,Sales,Own-child,Amer-Indian-Eskimo,Male,40,3,81,bqnvtwkrjsbvrusynotzlsmp,<=50K
12247,32,Self-emp-not-inc,25,Some-college,13,Never-married,Exec-managerial,Unmarried,Black,Male,10,78,81,lnbaylrkhwztcqefbobnaotb,<=50K
12248,73,State-gov,49,Assoc-voc,15,Married-AF-spouse,Machine-op-inspct,Wife,Other,Female,48,31,53,hwimhhuzvfnadiomurnvcnke,>50K
12249,14,Self-emp-inc,94,10th,10,Married-spouse-absent,Other-service,Not-in-family,Black,Male,37,7,4,bpfmjrjrcdqlgslueurofyki,>50K
12250,57,Without-pay,30,Some-college,9,Married-civ-spouse,Tech-support,Not-in-family,Asian-Pac-Islander,Male,88,77,14,lilpfzutgrofznqqufrglwfy,<=50K
12251,47,Self-emp-inc,55,9th,9,Married-spouse-absent,Other-service,Husband,White,Female,38,55,57,ccifwrgxtzpwgqovparxjrvo,<=50K
12252,59,Never-worked,49,9th,15,Widowed,Sales,Unmarried,Asian-Pac-Islander,Female,75,54,25,akbstpriukzflhynozxfvtrp,<=50K
12253,88,Federal-gov,10,Some-college,8,Never-married,Transport-moving,Not-in-family,Asian-Pac-Islander,Female,50,91,38,njuoqxkggfszpyjzyiblmlzw,>50K
12254,20,Private,18,Preschool,3,Married-AF-spouse,Sales,Husband,White,Female,47,82,5,vamuvxvnxcsfmokfykpnqrgv,<=50K
12255,97,Private,24,10th,5,Widowed,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Female,18,40,21,kcvgjbobchjekbtzrtjsckmr,<=50K
12256,84,Self-emp-not-inc,89,Doctorate,16,Married-AF-spouse,?,Own-child,Asian-Pac-Islander,Female,35,3,41,liqkodxjzkjbwqodvqfmfjre,<=50K
12257,88,Local-gov,30,Bachelors,10,Married-spouse-absent,Farming-fishing,Wife,Amer-Indian-Eskimo,Male,60,65,72,iytgyngdraeueyghchuvirgm,>50K
12258,7,Never-worked,89,Assoc-acdm,16,Widowed,Sales,Other-relative,Black,Male,72,37,28,qwpcwzmowsttabqziveqqetu,>50K
12259,76,Without-pay,1,Masters,1,Separated,Transport-moving,Wife,Amer-Indian-Eskimo,Female,70,87,77,qjpwinbkvnnuwhcebtfepjhq,<=50K
12260,10,Self-emp-not-inc,56,10th,9,Married-spouse-absent,Sales,Unmarried,Black,Male,0,57,13,mqvuaxcufjpgqggemimfmnwu,>50K
12261,72,Never-worked,79,HS-grad,2,Divorced,Farming-fishing,Own-child,Asian-Pac-Islander,Female,88,22,0,umkaitxafrwwopdaknhhyseb,>50K
12262,1,Federal-gov,24,Masters,15,Divorced,Craft-repair,Own-child,Other,Female,85,27,66,yvyrzaimmjoahniassfgeaww,<=50K
12263,92,Self-emp-not-inc,25,Assoc-acdm,11,Never-married,Farming-fishing,Wife,White,Male,95,41,93,mdmloprdbejtycqjhhnyunal,>50K
12264,92,Self-emp-not-inc,100,1st-4th,13,Married-civ-spouse,Armed-Forces,Wife,Other,Female,83,45,45,yqvqkjxuudxpmjsypahiohxv,>50K
12265,38,Private,67,HS-grad,2,Widowed,Adm-clerical,Not-in-family,White,Male,3,78,22,hvcackiwjghmpbrlfaugdnxp,<=50K
12266,80,Self-emp-inc,80,12th,2,Married-spouse-absent,Exec-managerial,Not-in-family,Black,Female,24,91,20,xablnmvdklcjyrjxvunssqvm,>50K
12267,28,Without-pay,49,Assoc-acdm,15,Married-spouse-absent,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Male,53,49,1,esrykytigdrauxbbwnzjcbhe,<=50K
12268,69,?,31,10th,1,Never-married,Craft-repair,Own-child,White,Female,48,18,30,sljthaasptsmhpkqgmydlqkj,>50K
12269,33,Self-emp-inc,1,Prof-school,7,Divorced,Transport-moving,Unmarried,Asian-Pac-Islander,Male,39,31,31,mjgdvekcklllnvplmpkqggcw,>50K
12270,68,Self-emp-inc,35,Prof-school,5,Married-civ-spouse,Machine-op-inspct,Own-child,Other,Female,59,96,80,ziivjaecppktsziucbvuzljp,>50K
12271,38,Federal-gov,17,12th,13,Married-spouse-absent,Priv-house-serv,Other-relative,Other,Male,15,39,9,stexxcdseewlhqynvbaijvfo,<=50K
12272,46,Never-worked,66,Preschool,8,Separated,Transport-moving,Wife,Amer-Indian-Eskimo,Male,29,33,56,retaestuyihadelagimtothd,<=50K
12273,10,State-gov,23,10th,2,Married-spouse-absent,Other-service,Own-child,Asian-Pac-Islander,Female,15,94,89,xrxqwjhdbfrxjvmwfclqjwac,>50K
12274,31,Federal-gov,93,12th,1,Divorced,Other-service,Husband,Asian-Pac-Islander,Male,59,78,70,njljpxrjpmbzzjvxretqzrso,>50K
12275,20,Self-emp-not-inc,96,7th-8th,2,Married-civ-spouse,Sales,Other-relative,Black,Female,77,89,6,daqzpyicjneoqrzqjomuphaf,>50K
12276,92,Never-worked,97,5th-6th,6,Married-spouse-absent,Other-service,Wife,Asian-Pac-Islander,Female,2,30,41,rrzfgqrfgmrjaaxiydinzius,<=50K
12277,7,Never-worked,1,Assoc-voc,2,Married-AF-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Female,61,88,11,cgmksrzekorgxranxdtkzjxu,>50K
12278,28,Self-emp-inc,61,Bachelors,10,Never-married,Armed-Forces,Not-in-family,White,Female,30,12,100,dzhpkhvhpcakgrvhzvfpbudl,<=50K
12279,22,Never-worked,48,Masters,7,Separated,Armed-Forces,Husband,Black,Female,32,60,8,ytoubxufgsbjybehqcskbxsp,<=50K
12280,10,Federal-gov,0,10th,7,Widowed,Sales,Not-in-family,Amer-Indian-Eskimo,Female,52,17,20,byfcnnkmbnjfnbxanbtpenrh,>50K
12281,5,Self-emp-not-inc,66,Bachelors,7,Divorced,?,Own-child,Amer-Indian-Eskimo,Male,92,98,88,gnpdotomxesdhngkghglibyi,>50K
12282,62,Never-worked,83,Assoc-acdm,15,Divorced,Protective-serv,Unmarried,Asian-Pac-Islander,Male,91,69,77,rnwwuztpfvnequtcmcsyeocm,<=50K
12283,78,Local-gov,43,HS-grad,13,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Female,7,88,25,cxbcszlfekmrqbgmkbdpywbv,<=50K
12284,66,Self-emp-not-inc,25,10th,10,Separated,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,60,80,62,ijyfqubjygrewznixldidfeg,>50K
12285,95,Without-pay,68,HS-grad,12,Married-AF-spouse,Sales,Other-relative,Amer-Indian-Eskimo,Male,95,20,16,szjorqktjkvnfguxbazpodoa,>50K
12286,84,Self-emp-not-inc,57,Preschool,1,Married-civ-spouse,Priv-house-serv,Not-in-family,Black,Female,0,16,26,qbqtzrfbxmhktdqlizltuamz,<=50K
12287,6,?,26,1st-4th,3,Never-married,?,Husband,Other,Male,11,12,37,qgcmumoxgudwzxuvukrglacw,>50K
12288,74,Local-gov,79,Preschool,12,Divorced,Transport-moving,Unmarried,White,Male,82,32,11,icxzdyfolatbdaxbrljfaasg,>50K
12289,44,Never-worked,24,10th,3,Separated,Adm-clerical,Own-child,Black,Female,94,77,53,tykdlpaeresnwaqmnvmxvimj,<=50K
12290,4,Private,35,Assoc-acdm,1,Widowed,?,Not-in-family,Amer-Indian-Eskimo,Male,0,28,58,hvciarekibreucnqdcenbcng,>50K
12291,67,Local-gov,74,12th,12,Widowed,Exec-managerial,Husband,Black,Female,7,3,7,nrqekvtukaxcxtqyqeftollw,>50K
12292,67,Local-gov,96,1st-4th,10,Widowed,Machine-op-inspct,Other-relative,Other,Female,57,88,100,yzinuvxofsielkmhbputdisv,>50K
12293,92,Self-emp-not-inc,90,Doctorate,9,Married-spouse-absent,Adm-clerical,Not-in-family,Other,Male,46,31,1,rkjlytwximjncgnhanxjpntj,<=50K
12294,80,Federal-gov,54,Doctorate,6,Married-spouse-absent,Handlers-cleaners,Husband,Black,Female,46,73,44,latlnbzdgklbsdbfquvhtimu,>50K
12295,79,Private,28,11th,8,Divorced,Tech-support,Own-child,Asian-Pac-Islander,Female,49,81,22,yeaxohwkccdbbbmvzuzkfcfz,>50K
12296,19,Never-worked,39,7th-8th,6,Married-civ-spouse,Adm-clerical,Unmarried,Black,Male,92,71,37,sxdfbdxbweicsnseicuznxhj,<=50K
12297,71,State-gov,41,Bachelors,3,Separated,Transport-moving,Husband,Other,Male,1,61,8,iqlnnyajzomvwcnfomerskmv,>50K
12298,74,Local-gov,65,Preschool,2,Widowed,Priv-house-serv,Own-child,Black,Male,89,17,72,odcemyrowmkmrxsdvemkqbcr,>50K
12299,58,Self-emp-not-inc,84,Bachelors,16,Never-married,Exec-managerial,Own-child,Other,Female,34,9,20,ttdhkxuyxqwuwgwjaadyqccn,>50K
12300,67,Private,70,Prof-school,5,Divorced,Farming-fishing,Other-relative,Amer-Indian-Eskimo,Female,80,59,98,aqpthiagcnwcbazbzrlwvcum,>50K
12301,36,Local-gov,15,Preschool,8,Divorced,Adm-clerical,Own-child,Asian-Pac-Islander,Male,9,87,97,covctmfklnjxczeboyvdepah,>50K
12302,16,?,96,12th,3,Married-spouse-absent,Transport-moving,Wife,Other,Female,78,29,71,ffkaukftxawybfrebygphgvh,<=50K
12303,76,Self-emp-inc,65,Doctorate,11,Never-married,Priv-house-serv,Unmarried,White,Male,69,38,26,bfkjehpdlivsinkajeuygwvq,>50K
12304,29,Private,63,Prof-school,9,Divorced,?,Other-relative,White,Male,7,85,48,gvcbleemfrqwedwdxlhuycre,<=50K
12305,37,State-gov,57,12th,7,Married-civ-spouse,Protective-serv,Unmarried,Black,Female,30,99,12,asumdnrgfrjfsrjzapymtdzy,>50K
12306,48,Self-emp-inc,5,11th,9,Married-spouse-absent,?,Unmarried,Other,Male,21,20,63,uotteffmlnmyiuylobrkqifz,>50K
12307,94,Private,33,5th-6th,3,Married-spouse-absent,Farming-fishing,Unmarried,Amer-Indian-Eskimo,Male,13,53,73,pyjmsdagtrvvbzufhjuhstek,<=50K
12308,94,State-gov,70,5th-6th,11,Married-AF-spouse,Armed-Forces,Own-child,Asian-Pac-Islander,Male,26,35,43,fztuornhufqavpaaukzbvpjp,>50K
12309,73,Without-pay,18,12th,9,Married-civ-spouse,Armed-Forces,Own-child,Other,Female,1,95,53,tnrwlzanpmvjfwtzrfudxlzu,<=50K
12310,78,Without-pay,81,Bachelors,2,Married-civ-spouse,Tech-support,Other-relative,White,Female,27,11,17,emiitecxgfiukkmizqirszij,>50K
12311,15,Private,96,Some-college,10,Divorced,Transport-moving,Own-child,Asian-Pac-Islander,Male,35,0,21,eekcjompxtimrkmqcnpkgdjo,<=50K
12312,71,?,29,7th-8th,14,Married-spouse-absent,Priv-house-serv,Unmarried,Other,Male,7,34,87,ngybgjofgiyojhfjxtwsnrnb,>50K
12313,86,Without-pay,51,Prof-school,12,Married-spouse-absent,Sales,Other-relative,Black,Male,83,14,92,qoqhudnqdaogmwlsflyyowsx,>50K
12314,42,Local-gov,30,1st-4th,4,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Female,17,39,70,lonbfwfyayzdgqpcenmwefui,>50K
12315,18,Without-pay,16,Prof-school,14,Widowed,Priv-house-serv,Not-in-family,Amer-Indian-Eskimo,Female,2,62,98,xmbtalbmfbsaqwixlcsvcofm,<=50K
12316,23,Federal-gov,95,10th,11,Separated,Machine-op-inspct,Own-child,White,Female,99,43,11,ooinndhinwgowrbsvrxdwfkh,<=50K
12317,80,Self-emp-not-inc,81,Prof-school,14,Divorced,Prof-specialty,Not-in-family,White,Male,13,20,62,jlxnmcqjrmvtogfwgixdimly,>50K
12318,52,Self-emp-not-inc,42,Some-college,6,Divorced,Transport-moving,Own-child,Other,Male,11,64,85,mncmvucacltxukqsbicwopds,<=50K
12319,62,State-gov,0,Preschool,7,Never-married,Transport-moving,Other-relative,Asian-Pac-Islander,Male,4,57,77,ysmtdqydaizglhwrtxzqdclv,<=50K
12320,56,Self-emp-inc,72,7th-8th,11,Married-spouse-absent,Other-service,Other-relative,Other,Female,26,95,62,xfdfcupuwhsqnhetbkaveusx,<=50K
12321,6,Self-emp-inc,2,7th-8th,8,Married-spouse-absent,Other-service,Husband,Other,Female,27,23,27,lgcpazhgeooimiapkksxzghj,>50K
12322,42,State-gov,50,Assoc-voc,9,Widowed,Protective-serv,Husband,White,Male,57,20,98,voabhvtzgpgkunymeyafpsmd,<=50K
12323,49,Self-emp-not-inc,36,Assoc-acdm,10,Divorced,Tech-support,Husband,Black,Female,49,59,22,vvjwimugfdeoygduihccyelf,>50K
12324,56,Local-gov,61,Bachelors,14,Separated,Exec-managerial,Own-child,Asian-Pac-Islander,Female,57,81,59,lwipriizeswqvedcjrsblpwy,<=50K
12325,61,Without-pay,37,Prof-school,14,Separated,Protective-serv,Own-child,Asian-Pac-Islander,Female,12,69,64,xgebqqszaqzhywgryuwrhktr,>50K
12326,59,Local-gov,66,Masters,5,Never-married,Craft-repair,Husband,Asian-Pac-Islander,Male,53,86,55,qgnmzmugowmhemjddsjmmsfu,>50K
12327,86,Never-worked,27,Doctorate,2,Married-civ-spouse,Adm-clerical,Husband,White,Male,47,79,61,lkbwmwwmkiajfwdaetxgcyjj,<=50K
12328,30,State-gov,67,Doctorate,5,Married-AF-spouse,Tech-support,Not-in-family,White,Female,23,12,28,izdgdkqbldrgpoljzulelovu,>50K
12329,30,Private,83,9th,15,Divorced,Craft-repair,Not-in-family,Black,Male,34,22,100,pjskojyogneyfrghhqxvnbpa,<=50K
12330,43,Without-pay,24,Assoc-voc,12,Never-married,?,Wife,White,Male,97,73,7,yfosugkawhtwjrsjfnesukmn,<=50K
12331,10,Private,4,7th-8th,13,Married-spouse-absent,?,Other-relative,Asian-Pac-Islander,Male,7,94,80,axewsyqqdozhpsypctcomotg,<=50K
12332,53,Self-emp-inc,95,Masters,15,Married-civ-spouse,Machine-op-inspct,Wife,Black,Male,64,30,99,rkyqtmjtvkkjdsfpxygxpyez,<=50K
12333,65,Federal-gov,16,12th,15,Married-spouse-absent,Transport-moving,Not-in-family,Black,Male,55,90,55,ydmedbrejrdgqcchzemzjkoi,<=50K
12334,85,Self-emp-inc,50,Assoc-voc,5,Married-AF-spouse,Armed-Forces,Own-child,Other,Female,25,3,46,kkgqstbkhuqpwpcdgrszonru,<=50K
12335,54,Self-emp-not-inc,47,HS-grad,11,Separated,Farming-fishing,Wife,White,Male,65,65,99,muhwzvqwlwifeuwohlmxmmrr,>50K
12336,45,Without-pay,38,10th,6,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,55,49,65,lzrpkwvpduxyrzrgdeclabvo,<=50K
12337,92,State-gov,21,7th-8th,12,Divorced,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,67,78,17,yhhpqftmtjtsbatedyazdhqb,<=50K
12338,71,Without-pay,67,11th,5,Separated,Tech-support,Own-child,White,Female,100,3,12,mshqejrfenwgbjwzidgjfdfp,<=50K
12339,85,?,54,HS-grad,9,Separated,Farming-fishing,Wife,Amer-Indian-Eskimo,Male,99,42,1,habvsshebevqnwkfrvhfuvpp,<=50K
12340,32,Self-emp-not-inc,59,Prof-school,13,Married-spouse-absent,Priv-house-serv,Other-relative,Amer-Indian-Eskimo,Male,7,41,18,mbblvexbtswnoxhwdbppdhxn,>50K
12341,78,?,28,11th,4,Married-spouse-absent,Machine-op-inspct,Husband,Other,Female,56,96,2,kkelurydaqcqxgwgyvdewejp,>50K
12342,88,Self-emp-inc,94,7th-8th,10,Divorced,Exec-managerial,Wife,White,Female,55,40,40,entaxmgmwenbvpirwspvihqr,<=50K
12343,50,Self-emp-not-inc,27,Some-college,13,Separated,?,Own-child,Black,Female,91,82,14,fowkrbtaracfmpawwzuzroky,<=50K
12344,10,Self-emp-inc,95,Assoc-voc,16,Divorced,Tech-support,Own-child,Amer-Indian-Eskimo,Male,87,100,10,uxeczrebyutxfpfaczoltkcj,<=50K
12345,43,Local-gov,36,Assoc-voc,8,Married-AF-spouse,Exec-managerial,Own-child,Black,Female,79,0,98,otalzsrlnbnwnzfmtsgstfva,>50K
12346,8,Self-emp-inc,20,10th,12,Married-civ-spouse,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,46,19,pyrjnxdicihyiufibaommpus,<=50K
12347,56,Self-emp-not-inc,56,12th,13,Never-married,Farming-fishing,Own-child,Other,Female,46,24,4,whayqujbrrfyuvuvuofnfcof,<=50K
12348,12,Never-worked,34,9th,5,Married-civ-spouse,Sales,Unmarried,Amer-Indian-Eskimo,Male,35,41,39,vpgheqqskvinodndatlhgxmb,>50K
12349,58,State-gov,55,7th-8th,10,Separated,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,12,24,35,wtlkhtdoxbdvqcndiikikiga,<=50K
12350,26,Without-pay,38,10th,15,Divorced,Other-service,Unmarried,Black,Female,10,41,61,xrhhvjrmyxomkcxzriqamflw,<=50K
12351,5,?,66,Doctorate,16,Married-AF-spouse,Sales,Wife,Other,Female,96,34,69,kakndbwldveteguydhoflpew,>50K
12352,51,State-gov,90,Doctorate,1,Widowed,Tech-support,Wife,Other,Male,25,2,85,whhxvrgkxhikykmvlildsnqk,<=50K
12353,66,Federal-gov,51,Bachelors,1,Widowed,Adm-clerical,Husband,Black,Male,67,50,46,npjhgkexiacuzafmitdrhhde,>50K
12354,25,Local-gov,45,7th-8th,14,Married-AF-spouse,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Male,26,86,53,exjohfimxlqfmbnwvvjuogas,>50K
12355,91,Local-gov,67,Prof-school,5,Never-married,Armed-Forces,Husband,White,Male,53,69,6,saaqzyphbrbbhvorrpxixupo,>50K
12356,36,Self-emp-not-inc,57,Prof-school,4,Separated,Protective-serv,Wife,Asian-Pac-Islander,Female,45,81,32,majrexxhohhltsmxeujbroht,>50K
12357,55,Without-pay,16,Bachelors,5,Married-civ-spouse,Machine-op-inspct,Other-relative,Black,Female,79,17,16,gcxuknronirlidsewnnxbbyg,<=50K
12358,57,Self-emp-inc,19,1st-4th,4,Married-AF-spouse,Sales,Husband,Asian-Pac-Islander,Female,7,47,54,ckuodhnrtokvoevmbzetueuo,<=50K
12359,53,Never-worked,90,Masters,1,Separated,Sales,Unmarried,Amer-Indian-Eskimo,Female,38,25,45,bgjsyymdsfybccpbtdadvfqb,<=50K
12360,34,Never-worked,21,Bachelors,13,Married-civ-spouse,Transport-moving,Other-relative,Asian-Pac-Islander,Female,56,66,38,hmrfmvpilglvhvayjlbhhvwx,<=50K
12361,30,?,6,Prof-school,8,Married-spouse-absent,Handlers-cleaners,Other-relative,Other,Male,64,49,41,xjiioqsildpltxhrdajoifpj,<=50K
12362,76,Local-gov,82,9th,5,Widowed,Farming-fishing,Other-relative,Amer-Indian-Eskimo,Male,68,61,31,zkahhhkukubeftgvprislees,>50K
12363,64,Private,77,Bachelors,14,Never-married,Adm-clerical,Wife,Other,Male,19,83,82,cuzjxsxezwfcmphzipiqjzzq,>50K
12364,19,Local-gov,38,Assoc-voc,3,Separated,Adm-clerical,Other-relative,White,Female,27,99,17,tvamvhmdcmmhbatgzagdlbzs,>50K
12365,66,Self-emp-not-inc,12,Some-college,9,Divorced,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,90,87,5,xdwdgkqewjrfysnjwpnfweln,>50K
12366,76,Federal-gov,61,1st-4th,1,Married-AF-spouse,Exec-managerial,Other-relative,Black,Female,22,34,70,boyfvghlmdwxkssfhlqgghgk,>50K
12367,30,State-gov,9,Some-college,9,Divorced,Transport-moving,Own-child,White,Male,2,99,11,zcqgoibxnqmxglmjlheyeion,<=50K
12368,23,Private,3,1st-4th,11,Married-spouse-absent,Sales,Husband,White,Male,26,11,68,txyukmvobnfbqamvqbdsrfaq,>50K
12369,65,State-gov,89,HS-grad,14,Married-spouse-absent,Craft-repair,Other-relative,Asian-Pac-Islander,Female,97,40,37,bzltzyofxahqbrtqgsbtmfuo,>50K
12370,70,Federal-gov,2,9th,6,Divorced,Handlers-cleaners,Unmarried,Asian-Pac-Islander,Male,20,80,85,kalkgajyuxyklmqnpguwphip,<=50K
12371,13,Without-pay,39,Prof-school,8,Married-spouse-absent,Prof-specialty,Husband,Amer-Indian-Eskimo,Female,20,96,10,kyehgiuipeembhsirwdwhccj,>50K
12372,24,Federal-gov,36,Assoc-acdm,1,Separated,Other-service,Unmarried,Asian-Pac-Islander,Male,35,56,7,xhaatgfeaztbywusivqnffkf,>50K
12373,17,Local-gov,73,Some-college,8,Widowed,Priv-house-serv,Own-child,Asian-Pac-Islander,Female,5,38,95,etglszlqqckvijguftmhlvze,>50K
12374,53,Private,98,Preschool,5,Married-civ-spouse,Machine-op-inspct,Own-child,Amer-Indian-Eskimo,Male,38,91,90,odmexyckreyuxlnhtsmdlxmj,>50K
12375,49,Self-emp-inc,78,5th-6th,5,Divorced,Farming-fishing,Own-child,Amer-Indian-Eskimo,Female,7,15,15,qmikqjqstczlckfkeddreqde,<=50K
12376,39,Never-worked,93,5th-6th,7,Never-married,Sales,Own-child,White,Male,34,74,22,peyipzccejblfpjyvtuqzojr,<=50K
12377,51,State-gov,89,12th,16,Widowed,Protective-serv,Husband,Asian-Pac-Islander,Female,49,84,37,ieoggeusczvmoirogbjysumw,>50K
12378,18,?,48,Bachelors,2,Separated,Priv-house-serv,Wife,Amer-Indian-Eskimo,Male,85,48,39,wshxkdxcmrqiorcyxrrozyql,<=50K
12379,28,Never-worked,35,10th,10,Widowed,Machine-op-inspct,Husband,White,Female,60,85,8,dnbvgjqbooqposujaouavutg,<=50K
12380,77,?,50,Assoc-acdm,3,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Male,26,75,18,ojxuuaioqoggbvjvkxrbtykj,>50K
12381,91,State-gov,25,Masters,16,Divorced,Prof-specialty,Husband,Other,Male,73,84,26,icsyaviversynjhsafsqtskb,>50K
12382,44,Self-emp-not-inc,10,7th-8th,6,Married-civ-spouse,Sales,Unmarried,White,Female,79,57,33,ivqllrprbzytpbbbafwpmhwx,<=50K
12383,10,Federal-gov,33,10th,10,Never-married,Transport-moving,Husband,Asian-Pac-Islander,Male,3,28,3,qpabugxrnmayqpqqknskyoqp,>50K
12384,99,Self-emp-inc,15,9th,3,Separated,?,Unmarried,Asian-Pac-Islander,Male,53,66,20,lciyodazbojsewqwcyqezjki,<=50K
12385,66,Never-worked,87,Doctorate,9,Married-spouse-absent,?,Not-in-family,Amer-Indian-Eskimo,Female,31,47,53,gbazddomxwggoodrqtskumog,>50K
12386,63,Never-worked,91,12th,8,Widowed,Priv-house-serv,Not-in-family,Other,Female,85,51,86,lvtwhkrqeslhjufhyqhyceyf,>50K
12387,75,Federal-gov,21,5th-6th,12,Married-civ-spouse,?,Unmarried,Other,Male,89,68,1,maekpntmpjdbumnbyzbilyfh,>50K
12388,88,Never-worked,98,5th-6th,10,Never-married,Adm-clerical,Own-child,Black,Male,6,79,96,onkwvmkpvalokbhhlxytdsmk,>50K
12389,40,Never-worked,29,Doctorate,14,Widowed,Adm-clerical,Unmarried,Other,Female,89,43,7,djnkexeznmnnzgswdvbhtryg,>50K
12390,19,Never-worked,38,1st-4th,12,Married-spouse-absent,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,23,34,76,mwkaxkyggqawnysvvqckijcx,>50K
12391,20,Self-emp-inc,12,Assoc-voc,10,Divorced,Priv-house-serv,Wife,Asian-Pac-Islander,Male,17,8,12,rdoblywtfwxpgcuhyuojaizw,<=50K
12392,96,Self-emp-not-inc,44,Masters,6,Separated,Sales,Unmarried,Amer-Indian-Eskimo,Female,23,37,23,apkeugbhtlgzspmbpfrlquxm,<=50K
12393,47,Self-emp-inc,28,Masters,2,Married-spouse-absent,Sales,Unmarried,Amer-Indian-Eskimo,Male,28,0,68,sumbpbgsigamkhsjjtxxeuqf,>50K
12394,95,Private,60,Prof-school,2,Widowed,Transport-moving,Husband,Other,Female,67,81,46,zxzmnjnsmzyimbkhcbhqlhav,>50K
12395,0,Self-emp-inc,48,10th,11,Married-civ-spouse,?,Other-relative,Other,Female,28,35,91,dyolzrshjdgoxfjnzbgjjnep,>50K
